ID,Type,SKU,Name,Published,Is featured?,Short description,Description,In stock?,Stock,Low stock amount,Sale price,Regular price,Categories,Tags,Images,Brands,Meta: _headstart_post,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: post_views_count
8222,variable,SKU43311,Smart Camera Plus,1,0,,High-quality smart camera plus designed for optimal performance and durability.,1,60,17,,39.17,Toys & Games,,https://picsum.photos/700/700,KeyTech,1,User Group,"Boys & Girls, Women, Adult, Men",1,1,Capacity,"1L, 2L",1,0,808
8223,simple,SKU36617,Professional Tracker Gear,1,0,,High-quality professional tracker gear designed for optimal performance and durability.,1,111,5,,1449.16,Sports & Fitness,Bass,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Samsung,1,Size,"XL, XXL",1,0,User Group,"Boys & Girls, Kids",1,1,8
8224,variable,SKU33241,Vintage Vase Style,1,0,,High-quality vintage vase style designed for optimal performance and durability.,1,75,8,,1783.75,Home & Garden,"Vintage, Bluetooth, Hi-Fi",https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,Nikon,1,Color,"Black, Brown, White",1,1,,,,,206
8225,variable,,Portable Speaker Max,1,1,,High-quality portable speaker max designed for optimal performance and durability.,1,83,6,,1388.11,Toys & Games,Luxury,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Apple,1,Capacity,"330 ml, 2L, 1.5L, 1L",1,0,User Group,"Kids, Women",1,1,801
8226,variable,SKU70410,Digital Smartwatch HD,1,1,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,89,11,,815.83,Health & Beauty,USB,https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Sony,1,Size,"XXL, M, 24""",1,0,,,,,340
8227,simple,SKU62588,Noise Cancelling Headphones,1,0,,High-quality noise cancelling headphones designed for optimal performance and durability.,1,38,17,931.12,1525.95,Headphone,"7.1 D, Premium, Modern",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Adidas,1,,,,,,,,,60
8228,variable,SKU23935,Sports Bike Premium,1,0,,High-quality sports bike premium designed for optimal performance and durability.,1,165,11,1452.55,1640.61,Sports & Fitness,,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,HydroFlask,1,Color,"Brown, White, Black, Blue",1,0,,,,,606
8229,simple,SKU99665,Luxury Chair Set,1,1,,High-quality luxury chair set designed for optimal performance and durability.,1,119,10,,771.45,Home & Garden,"Bluetooth, Wireless, Professional",https://images.unsplash.com/photo-1584917865442-de89df76afd3,LG,1,User Group,"Boys & Girls, Unisex",1,1,Size,"26"", 24"", 12""",1,0,391
8230,simple,SKU12134,Wireless Speaker Pro,1,0,,High-quality wireless speaker pro designed for optimal performance and durability.,1,32,13,257.16,285.74,Books,"Bass, Luxury",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,Adidas,1,User Group,"Adult, Boys & Girls",1,0,,,,,837
8231,simple,SKU91568,Training Gloves Pro,1,0,,High-quality training gloves pro designed for optimal performance and durability.,1,144,12,,1228.24,Sports & Fitness,"Hi-Fi, Luxury, Bass",https://images.unsplash.com/photo-1584917865442-de89df76afd3,HP,1,Color,"Pink, Purple, White",1,1,,,,,513
8232,simple,SKU29442,Digital Headphones HD,1,0,,High-quality digital headphones hd designed for optimal performance and durability.,1,21,11,,1387.5,Accessories,USB,https://images.unsplash.com/photo-1553456558-aff63285bdd1,Bose,1,User Group,"Women, Kids, Boys & Girls, Adult, Unisex",1,0,,,,,389
8233,simple,SKU48784,Wireless Camera Pro,1,0,,High-quality wireless camera pro designed for optimal performance and durability.,1,188,12,,1647.9,Electronics,USB,https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,KitchenAid,1,Size,"12"", 16"", XXL, S",1,0,,,,,7
8234,grouped,SKU72328,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,46,19,1338.14,1547.27,Electronics,"Hi-Fi, Modern",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,KeyTech,1,Capacity,"500ml, 1.5L, 330 ml",1,1,User Group,"Boys & Girls, Kids, Men, Unisex",1,1,744
8235,simple,SKU92101,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,169,19,1131.39,1777.07,Electronics,"Stereo, Vintage",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Spalding,1,Material,"Cotton, Metal",1,0,Capacity,"1.5L, 330 ml, 500ml",1,0,492
8236,grouped,SKU94505,Classic Shirt Style,1,0,,High-quality classic shirt style designed for optimal performance and durability.,1,1,18,854.5,1005.02,Clothing,"Eco-Friendly, Vintage, 7.1 D",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,BrightLife,1,Color,"White, Red, Purple",1,0,,,,,826
8237,simple,SKU80380,13-Speed Bike,1,0,,High-quality 13-speed bike designed for optimal performance and durability.,1,5,14,1467.54,1809.85,Bicycle,,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,JBL,1,Color,"Green, Purple, Pink, White, Black",1,0,Size,"L, XL, 16"", 24""",1,1,861
8238,simple,SKU43843,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,25,15,1743.48,1980.31,Books,Hi-Fi,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Samsung,1,,,,,,,,,71
8239,simple,SKU26855,Classic Jug,1,1,,High-quality classic jug designed for optimal performance and durability.,1,68,15,999.87,1340.62,Kitchen,,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Remax,1,Color,"Brown, Gray, White, Purple, Blue",1,0,Capacity,"330 ml, 1L, 1.5L, 2L",1,0,969
8240,simple,SKU39337,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,131,11,,1613.04,Health & Beauty,"Stereo, Luxury, Professional",https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Nikon,1,Capacity,"330 ml, 500ml, 1L",1,1,Material,"Silk, Leather, Plastic",1,0,668
8241,variable,,Wireless Camera Pro,1,0,,High-quality wireless camera pro designed for optimal performance and durability.,1,120,18,735.59,932.4,Office Supplies,"USB, Eco-Friendly, Bass",https://images.unsplash.com/photo-1584917865442-de89df76afd3,SoundSphere,1,Color,"Purple, Blue, Gray",1,1,,,,,840
8242,grouped,SKU18400,Portable Speaker Max,1,0,,High-quality portable speaker max designed for optimal performance and durability.,1,52,19,228.59,300.66,Sweater > Hoodie,"Professional, Bluetooth, Eco-Friendly",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,GreenThumb,1,Capacity,"1L, 1.5L",1,0,,,,,651
8243,variable,SKU16870,Premium Headphones System,1,1,,High-quality premium headphones system designed for optimal performance and durability.,1,120,11,,967.48,Electronics,Hi-Fi,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,BrightLife,1,Material,"Wood, Silk, Ceramic, Cotton",1,1,,,,,941
8244,simple,SKU63547,Digital Headphones HD,1,0,,High-quality digital headphones hd designed for optimal performance and durability.,1,177,10,,1597.48,Health & Beauty,Eco-Friendly,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,BrightLife,1,,,,,,,,,120
8245,simple,SKU90552,Vintage Table Style,1,0,,High-quality vintage table style designed for optimal performance and durability.,1,146,6,870.72,989.01,Home & Garden,Hi-Fi,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,ACEX,1,Material,"Rubber, Wood, Silk, Metal",1,1,,,,,969
8246,external,SKU46685,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,62,17,540.98,760.58,Rocking Chair,"Bass, Stereo",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,Boutique,1,Size,"28"", 24"", 26"", M",1,1,,,,,681
8247,simple,SKU90662,Designer Dress,1,1,,High-quality designer dress designed for optimal performance and durability.,1,72,10,1231.73,1412.57,Clothing,"Premium, Bass",https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,Apple,1,Color,"Brown, Blue, Gray",1,0,User Group,"Unisex, Women, Men",1,1,223
8248,simple,SKU75241,Modern Lamp Collection,1,1,,High-quality modern lamp collection designed for optimal performance and durability.,1,152,18,451.12,708.73,Home & Garden,,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Spalding,1,Size,"12"", 26"", XXXL, 24"", S",1,0,Material,"Cotton, Metal, Ceramic",1,1,287
8249,simple,SKU86064,Wireless Speaker Pro,1,1,,High-quality wireless speaker pro designed for optimal performance and durability.,1,24,5,,93.06,Pet Supplies,"7.1 D, Vintage, Bluetooth",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,HydroFlask,1,Size,"12"", 26"", 24"", XXXL",1,0,,,,,81
8250,external,SKU35350,Designer Jacket,1,0,,High-quality designer jacket designed for optimal performance and durability.,1,2,14,,213.71,Clothing,"Luxury, Modern",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Spalding,1,Capacity,"2L, 500ml, 1L",1,1,Color,"Red, White, Purple",1,1,351
8251,simple,SKU87220,Digital Smartwatch HD,1,1,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,58,7,,145.35,Sweater > Hoodie,,https://picsum.photos/700/700,Dell,1,Material,"Glass, Wood, Metal, Silk",1,0,User Group,"Women, Kids, Adult, Men",1,0,738
8252,variable,SKU16832,Classic Jacket Style,1,0,,High-quality classic jacket style designed for optimal performance and durability.,1,116,13,1612.38,1867.06,Clothing,"Wireless, Stereo",https://images.unsplash.com/photo-1542291026-7eec264c27ff,KeyTech,1,,,,,,,,,352
8253,simple,SKU61271,Smart Camera Plus,1,0,,High-quality smart camera plus designed for optimal performance and durability.,1,147,9,29.52,34.89,Sweater > Hoodie,"Premium, Bass, USB",https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,Sony,1,Color,"Yellow, Gray, White",1,0,,,,,85
8254,simple,SKU95978,Stainless Steel Jug,1,0,,High-quality stainless steel jug designed for optimal performance and durability.,1,133,10,768.87,1159.22,Kitchen,Professional,https://images.unsplash.com/photo-1584917865442-de89df76afd3,Casio,1,,,,,,,,,704
8255,simple,SKU70592,Premium Knife Collection,1,0,,High-quality premium knife collection designed for optimal performance and durability.,1,38,13,106.71,144.55,Kitchen,,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Spalding,1,,,,,,,,,878
8256,simple,SKU43896,Premium Charger System,1,0,,High-quality premium charger system designed for optimal performance and durability.,1,23,16,817.32,1238.5,Electronics,,https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Dell,1,Capacity,"1.5L, 1L, 500ml",1,0,,,,,912
8257,simple,SKU32721,Smart Charger Plus,1,0,,High-quality smart charger plus designed for optimal performance and durability.,1,87,11,,1300.24,Accessories,"Bass, 7.1 D, Luxury",https://picsum.photos/700/700,BrightLife,1,User Group,"Men, Adult, Boys & Girls, Kids, Unisex",1,0,Color,"Gray, Black, Pink",1,0,226
8258,variable,SKU84011,Wireless Speaker Pro,1,0,,High-quality wireless speaker pro designed for optimal performance and durability.,1,121,12,1046.47,1623.28,Accessories,Bass,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Wilson,1,,,,,,,,,883
8259,simple,SKU39999,Digital Charger HD,1,1,,High-quality digital charger hd designed for optimal performance and durability.,1,62,5,348.46,488.2,Pet Supplies,,https://images.unsplash.com/photo-1553456558-aff63285bdd1,BrightLife,1,,,,,,,,,266
8260,simple,SKU59185,Vintage Vase Style,1,1,,High-quality vintage vase style designed for optimal performance and durability.,1,180,15,,121.76,Home & Garden,"Premium, Hi-Fi, 7.1 D",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Apple,1,User Group,"Women, Kids, Boys & Girls",1,0,,,,,127
8261,simple,SKU80505,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,78,8,,367.84,Electronics,Bluetooth,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Hatil,1,Capacity,"330 ml, 500ml, 1L, 2L",1,1,,,,,302
8262,simple,SKU24107,Portable Tablet Max,1,0,,High-quality portable tablet max designed for optimal performance and durability.,1,74,5,805.16,1146.44,Electronics,,https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,Casio,1,Capacity,"330 ml, 1.5L, 1L, 2L, 500ml",1,0,,,,,968
8263,simple,SKU49874,Noise Cancelling Headphones,1,1,,High-quality noise cancelling headphones designed for optimal performance and durability.,1,128,8,,459.68,Headphone,,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,Dyson,1,,,,,,,,,673
8264,simple,SKU19524,Hi-Fi Headphones,1,0,,High-quality hi-fi headphones designed for optimal performance and durability.,1,11,11,210.02,242.07,Headphone,Professional,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,BrightLife,1,,,,,,,,,315
8265,simple,SKU81377,14-Speed Bike,1,0,,High-quality 14-speed bike designed for optimal performance and durability.,1,184,6,,62.68,Bicycle,"Eco-Friendly, Wireless, Modern",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,SoundMax,1,Capacity,"500ml, 2L, 1L",1,1,Size,"XXL, 26"", 16"", 12""",1,0,603
8266,variable,SKU96943,Modern Rocking Chair,1,1,,High-quality modern rocking chair designed for optimal performance and durability.,1,126,16,211.8,266.28,Rocking Chair,,https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Boutique,1,Color,"Gray, Yellow, Red, Green",1,1,,,,,504
8267,simple,SKU21995,Noise Cancelling Headphones,1,0,,High-quality noise cancelling headphones designed for optimal performance and durability.,1,26,20,,1667.89,Headphone,"Hi-Fi, Modern, Luxury",https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,Philips,1,Color,"Purple, Blue, Yellow, Pink",1,1,Size,"XL, 24"", 26""",1,0,962
8268,simple,,Smart Camera Plus,1,1,,High-quality smart camera plus designed for optimal performance and durability.,1,117,10,1011.06,1321.69,Books,"USB, Professional",https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,FlexiMat,1,,,,,,,,,933
8269,grouped,SKU51431,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,4,16,688.78,1031.39,Toys & Games,,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,BrightLife,1,Size,"24"", 26"", XXL, M, XL",1,0,,,,,350
8270,simple,SKU43465,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,178,8,,1988.2,Health & Beauty,"Wireless, Bass",https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,KitchenAid,1,Color,"Pink, Blue",1,0,Capacity,"1.5L, 1L",1,0,480
8271,simple,SKU21515,Stainless Steel Jug,1,0,,High-quality stainless steel jug designed for optimal performance and durability.,1,168,16,,985.08,Kitchen,Professional,https://images.unsplash.com/photo-1572635196237-14b3f281503f,Dyson,1,Color,"Purple, Black, Blue, White",1,1,,,,,111
8272,simple,SKU62092,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,29,7,1115.76,1714.39,Rocking Chair,Premium,https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,FlexiMat,1,Color,"Green, Brown, Blue, Yellow, Pink",1,0,,,,,297
8273,variable,SKU18349,Classic Lamp Design,1,1,,High-quality classic lamp design designed for optimal performance and durability.,1,159,12,,1665.81,Home & Garden,"7.1 D, Premium, Bass",https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Philips,1,Material,"Leather, Glass",1,1,,,,,340
8274,simple,SKU25424,Portable Headphones Max,1,1,,High-quality portable headphones max designed for optimal performance and durability.,1,131,12,,1122.47,Pet Supplies,Bluetooth,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Spalding,1,,,,,,,,,598
8275,variable,SKU27273,Fitness Dumbbell Elite,1,0,,High-quality fitness dumbbell elite designed for optimal performance and durability.,1,176,7,,405.85,Sports & Fitness,"Luxury, 7.1 D",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Dyson,1,Size,"XXXL, 28"", L, 12""",1,1,Color,"Red, Brown",1,0,484
8276,simple,,Smart Smartwatch Plus,1,0,,High-quality smart smartwatch plus designed for optimal performance and durability.,1,174,19,856.61,1366.26,Electronics,"USB, Wireless",https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,HydroFlask,1,Capacity,"2L, 1L, 330 ml, 500ml, 1.5L",1,1,Color,"Gray, White, Purple",1,1,972
8277,variable,SKU82958,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,4,6,118.04,138.17,Accessories,"Bass, Vintage, USB",https://images.unsplash.com/photo-1542291026-7eec264c27ff,Hatil,1,Size,"26"", 28"", L",1,0,Capacity,"330 ml, 1.5L, 500ml, 1L",1,1,412
8278,simple,SKU74092,Digital Speaker HD,1,1,,High-quality digital speaker hd designed for optimal performance and durability.,1,54,20,79.17,121.9,Toys & Games,"Modern, Bluetooth, Professional",https://images.unsplash.com/photo-1572635196237-14b3f281503f,Remax,1,Size,"M, XXL, 26"", 16"", 12""",1,1,,,,,548
8279,simple,SKU86544,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,54,11,1150.53,1642.97,Books,"Wireless, Eco-Friendly",https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Adidas,1,,,,,,,,,820
8280,variable,SKU95802,Classic Lamp Design,1,0,,High-quality classic lamp design designed for optimal performance and durability.,1,44,14,,1661.37,Home & Garden,"Bluetooth, Vintage, Stereo",https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,Hatil,1,,,,,,,,,361
8281,simple,SKU22412,Noise Cancelling Headphones,1,0,,High-quality noise cancelling headphones designed for optimal performance and durability.,1,111,9,,307.66,Headphone,,https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Dell,1,Capacity,"2L, 1L, 500ml",1,1,,,,,414
